Overriding config with projects/shakespeare/config/train_shakespeare_mac.py:
# Character-level Shakespeare GPT, tuned for an Apple Silicon Mac (MPS backend).
# The base config for a new experiment round on the shared core engine. Run from
# the repo root, e.g.:
#   uv run python core/nanogpt_core/train.py \
#       projects/shakespeare/config/train_shakespeare_mac.py \
#       --out_dir=projects/shakespeare/runs/r1
#
# Sets device='mps' and compile=False, the two changes needed to train on a Mac
# instead of an NVIDIA GPU. (Released versions carry their own frozen config.py
# under models/<version>/; this file is for running new experiment rounds.)

out_dir = 'projects/shakespeare/runs/out-shakespeare-char'
data_root = 'projects/shakespeare/data'  # where prepare.py writes <dataset>/*.bin
eval_interval = 250   # evaluate val loss this often (we overfit fast on tiny data)
eval_iters = 200
log_interval = 10     # print training loss this often

# small dataset -> we expect to overfit, so only checkpoint when val loss improves
always_save_checkpoint = False

wandb_log = False     # no experiment tracking for a first run

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256      # context length: predict char N+1 from the previous 256 chars

# the "baby GPT" — ~10.6M parameters
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3  # small networks can use a higher LR
max_iters = 2000      # ~10 min on an M-series Mac; bump to 5000 for noticeably better text
lr_decay_iters = 2000 # usually equal to max_iters
min_lr = 1e-4
beta2 = 0.99          # a bit higher because we see few tokens per step
warmup_iters = 100

# --- the Mac-specific bits ---
device = 'mps'        # Apple Metal GPU. Use 'cpu' if you hit MPS issues.
compile = False       # torch.compile is unreliable on macOS / MPS

Overriding: dtype = float32
Overriding: learning_rate = 0.001
Overriding: min_lr = 0.0001
Overriding: out_dir = projects/shakespeare/runs/r6-fp32-bpe1k
Overriding: dataset = shakespeare_xl_bpe1k
tokens per iteration will be: 16,384
/Users/romello/code/sup-computer/.venv/lib/python3.9/site-packages/torch/amp/autocast_mode.py:346: UserWarning: In MPS autocast, but the target dtype is not supported. Disabling autocast.
MPS Autocast only supports dtype of torch.bfloat16 and torch.float16 currently.
  warnings.warn(error_message)
found vocab_size = 1024 (inside projects/shakespeare/data/shakespeare_xl_bpe1k/meta.pkl)
Initializing a new model from scratch
number of parameters: 11.02M
num decayed tensors: 25, non-decayed: 13
using fused AdamW: False
step 0: train loss 6.9857, val loss 6.9952
step 1750: train loss 2.4360, val loss 3.2160
saving checkpoint to projects/shakespeare/runs/r6-fp32-bpe1k
iter 1750: loss 2.5906, time 87145.82ms, mfu 0.46%
iter 1760: loss 2.6091, time 748.52ms, mfu 0.46%
iter 1770: loss 2.5892, time 755.16ms, mfu 0.47%
iter 1780: loss 2.5210, time 751.45ms, mfu 0.47%
iter 1790: loss 2.5972, time 887.66ms, mfu 0.47%
iter 1800: loss 2.5567, time 755.42ms, mfu 0.47%
iter 1810: loss 2.5920, time 743.24ms, mfu 0.48%
iter 1820: loss 2.5107, time 723.26ms, mfu 0.48%
iter 1830: loss 2.5994, time 762.29ms, mfu 0.48%
iter 1840: loss 2.4835, time 747.79ms, mfu 0.49%
iter 1850: loss 2.5810, time 726.11ms, mfu 0.49%
iter 1860: loss 2.6097, time 751.63ms, mfu 0.49%
iter 1870: loss 2.4884, time 717.24ms, mfu 0.50%
iter 1880: loss 2.5848, time 713.55ms, mfu 0.50%
iter 1890: loss 2.5823, time 716.70ms, mfu 0.50%
iter 1900: loss 2.5522, time 717.75ms, mfu 0.51%
iter 1910: loss 2.6296, time 752.31ms, mfu 0.51%
iter 1920: loss 2.5261, time 707.08ms, mfu 0.51%
iter 1930: loss 2.5820, time 709.87ms, mfu 0.51%
iter 1940: loss 2.6288, time 743.75ms, mfu 0.51%
iter 1950: loss 2.5780, time 724.18ms, mfu 0.52%
iter 1960: loss 2.5430, time 756.52ms, mfu 0.52%
iter 1970: loss 2.6097, time 749.47ms, mfu 0.52%
iter 1980: loss 2.5260, time 749.68ms, mfu 0.52%
iter 1990: loss 2.6221, time 749.02ms, mfu 0.51%
step 2000: train loss 2.4102, val loss 3.2024
saving checkpoint to projects/shakespeare/runs/r6-fp32-bpe1k
iter 2000: loss 2.5689, time 85282.78ms, mfu 0.46%
